Transaction_ID,User_ID,Payment_Method,Amount,Success,Timestamp
TXN01428,U7034,Credit Card,4483.64,1,2025-09-16 22:58:00
TXN01429,U5292,UPI,2721.9,1,2025-09-17 07:36:00
TXN01430,U6289,Net Banking,2902.09,1,2025-09-17 07:02:00
TXN01431,U8828,Debit Card,112.93,1,2025-09-16 12:29:00
TXN01432,U8135,Debit Card,2121.42,1,2025-09-17 07:09:00
TXN01433,U1583,UPI,967.17,1,2025-09-16 19:24:00
TXN01434,U2730,UPI,2207.12,1,2025-09-16 15:32:00
TXN01435,U4639,Credit Card,2692.9,1,2025-09-17 02:02:00
TXN01436,U7503,Wallet,4754.92,0,2025-09-17 08:06:00
TXN01437,U1438,Wallet,1222.39,1,2025-09-16 19:49:00
TXN01438,U4460,UPI,739.2,1,2025-09-16 20:45:00
TXN01439,U9722,Credit Card,4828.47,1,2025-09-17 08:41:00
TXN01440,U8262,Wallet,2720.35,1,2025-09-17 07:32:00
TXN01441,U9536,Credit Card,4937.99,1,2025-09-17 09:03:00
TXN01442,U6411,Credit Card,4980.26,1,2025-09-16 14:11:00
TXN01443,U8576,UPI,2159.88,1,2025-09-17 05:23:00
TXN01444,U2042,Wallet,3446.95,1,2025-09-17 00:01:00
TXN01445,U1222,Wallet,1543.09,1,2025-09-17 04:35:00
TXN01446,U1699,Credit Card,4994.63,1,2025-09-16 14:35:00
TXN01447,U2200,Wallet,1575.72,1,2025-09-17 06:32:00
TXN01448,U3512,Net Banking,1112.88,1,2025-09-17 00:43:00
TXN01449,U3901,Net Banking,1863.08,1,2025-09-16 14:34:00
TXN01450,U8552,Net Banking,160.02,1,2025-09-16 16:01:00
TXN01451,U5272,Net Banking,3262.46,1,2025-09-16 15:40:00
TXN01452,U8619,UPI,4613.12,1,2025-09-17 08:42:00
TXN01453,U4863,Wallet,4685.5,1,2025-09-17 05:22:00
TXN01454,U1983,Credit Card,2352.89,0,2025-09-17 04:02:00
TXN01455,U8263,UPI,1180.41,1,2025-09-16 23:20:00
TXN01456,U4309,Credit Card,4346.34,1,2025-09-17 08:57:00
TXN01457,U9305,Credit Card,2337.42,1,2025-09-16 10:48:00
TXN01458,U7574,Wallet,2829.4,1,2025-09-16 23:51:00
TXN01459,U1000,Net Banking,4553.78,1,2025-09-16 13:27:00
TXN01460,U3175,Wallet,3168.39,1,2025-09-16 12:27:00
TXN01461,U2867,Wallet,3933.13,1,2025-09-17 03:59:00
TXN01462,U1541,Debit Card,1876.91,1,2025-09-17 08:19:00
TXN01463,U2311,Net Banking,2221.85,1,2025-09-17 06:19:00
TXN01464,U3226,Debit Card,580.89,0,2025-09-17 04:39:00
TXN01465,U1578,UPI,1137.88,1,2025-09-16 16:53:00
TXN01466,U9982,Net Banking,2135.23,1,2025-09-16 23:08:00
TXN01467,U4653,Net Banking,1896.43,1,2025-09-16 18:46:00
TXN01468,U9190,UPI,2301.52,1,2025-09-17 08:52:00
TXN01469,U8991,Net Banking,967.55,1,2025-09-17 07:40:00
TXN01470,U4501,UPI,3732.21,1,2025-09-16 11:46:00
TXN01471,U8460,Credit Card,4348.65,1,2025-09-16 14:20:00
TXN01472,U5036,Credit Card,947.37,1,2025-09-16 16:36:00
TXN01473,U9324,Credit Card,4021.48,0,2025-09-17 02:50:00
TXN01474,U6527,UPI,2439.69,1,2025-09-17 01:52:00
TXN01475,U4015,Wallet,2629.42,1,2025-09-16 10:46:00
TXN01476,U4759,Wallet,4887.23,1,2025-09-17 05:39:00
TXN01477,U7472,UPI,3282.49,1,2025-09-16 13:11:00
TXN01478,U9809,UPI,718.79,1,2025-09-17 08:08:00
TXN01479,U5241,Debit Card,3611.3,1,2025-09-16 12:35:00
TXN01480,U8463,Credit Card,3300.56,1,2025-09-16 16:33:00
TXN01481,U3408,Debit Card,2324.58,1,2025-09-17 02:22:00
TXN01482,U9640,UPI,257.73,1,2025-09-17 07:56:00
TXN01483,U5964,UPI,3998.95,1,2025-09-16 13:11:00
TXN01484,U4430,Debit Card,3293.08,0,2025-09-16 19:30:00
TXN01485,U3829,Wallet,4391.47,1,2025-09-17 07:16:00
TXN01486,U4782,Debit Card,854.95,0,2025-09-16 18:35:00
TXN01487,U8084,UPI,2307.74,1,2025-09-16 23:11:00
TXN01488,U3168,UPI,716.29,1,2025-09-16 19:26:00
TXN01489,U5841,Credit Card,742.4,1,2025-09-16 13:03:00
TXN01490,U4917,UPI,4771.82,1,2025-09-17 09:33:00
TXN01491,U6817,Debit Card,1053.13,0,2025-09-16 19:33:00
TXN01492,U4728,Debit Card,3137.14,1,2025-09-17 00:21:00
TXN01493,U1142,Net Banking,2947.89,1,2025-09-16 21:45:00
TXN01494,U5054,Debit Card,1857.98,1,2025-09-16 14:46:00
TXN01495,U8528,Wallet,177.05,1,2025-09-16 12:35:00
TXN01496,U4156,Wallet,3625.59,1,2025-09-16 17:29:00
TXN01497,U1070,Debit Card,742.66,1,2025-09-16 14:43:00
TXN01498,U3614,Credit Card,4479.22,1,2025-09-16 12:04:00
TXN01499,U6583,Wallet,3023.07,1,2025-09-16 19:35:00
TXN01500,U7165,Wallet,2927.03,1,2025-09-16 10:37:00
TXN01501,U7713,Net Banking,3463.34,1,2025-09-17 01:21:00
TXN01502,U9036,Credit Card,1253.29,1,2025-09-16 21:49:00
TXN01503,U2115,Net Banking,570.93,1,2025-09-16 15:19:00
TXN01504,U2411,Net Banking,1753.54,1,2025-09-16 19:28:00
TXN01505,U2398,Wallet,1872.29,1,2025-09-17 07:00:00
TXN01506,U4864,Net Banking,3788.6,1,2025-09-16 12:49:00
TXN01507,U5191,Wallet,3327.22,1,2025-09-16 18:06:00
TXN01508,U6530,Debit Card,2232.1,1,2025-09-16 14:54:00
TXN01509,U8135,Wallet,3519.82,1,2025-09-16 20:32:00
TXN01510,U5879,UPI,1758.62,1,2025-09-17 06:41:00
TXN01511,U4966,Wallet,874.68,1,2025-09-16 20:19:00
TXN01512,U5005,UPI,602.21,1,2025-09-17 04:28:00
TXN01513,U8207,UPI,473.05,1,2025-09-16 22:26:00
TXN01514,U7253,UPI,2881.79,1,2025-09-17 07:10:00
TXN01515,U3272,Credit Card,4793.42,1,2025-09-16 23:47:00
TXN01516,U4717,UPI,1869.4,1,2025-09-16 18:46:00
TXN01517,U1580,Debit Card,2948.15,1,2025-09-17 04:25:00
TXN01518,U9736,UPI,1614.17,1,2025-09-16 20:30:00
TXN01519,U1378,Debit Card,874.37,0,2025-09-17 01:11:00
TXN01520,U9004,Debit Card,2613.79,1,2025-09-16 20:13:00
TXN01521,U6349,Debit Card,717.42,1,2025-09-16 16:19:00
TXN01522,U1921,Debit Card,1867.09,1,2025-09-16 13:08:00
TXN01523,U8322,Debit Card,2732.58,1,2025-09-16 15:51:00
TXN01524,U1207,UPI,549.58,1,2025-09-17 03:43:00
TXN01525,U1799,Net Banking,3764.49,1,2025-09-17 10:00:00
TXN01526,U3274,UPI,2460.0,1,2025-09-16 12:46:00
TXN01527,U7110,UPI,3687.09,1,2025-09-17 05:52:00
TXN01528,U9918,Debit Card,2251.1,1,2025-09-16 19:03:00
TXN01529,U3249,UPI,2727.92,1,2025-09-17 01:11:00
TXN01530,U2313,Credit Card,4937.25,1,2025-09-17 00:35:00
TXN01531,U5289,Debit Card,1845.67,1,2025-09-17 08:39:00
TXN01532,U5904,Debit Card,4884.44,1,2025-09-16 20:37:00
TXN01533,U8158,UPI,916.21,1,2025-09-16 17:45:00
TXN01534,U2828,Net Banking,2539.98,1,2025-09-16 14:42:00
TXN01535,U8391,UPI,4758.23,1,2025-09-17 03:11:00
TXN01536,U8897,Wallet,4570.17,1,2025-09-17 07:12:00
TXN01537,U4612,Wallet,4418.52,1,2025-09-16 23:33:00
TXN01538,U8013,UPI,3133.92,0,2025-09-16 13:08:00
TXN01539,U2158,Net Banking,4550.13,1,2025-09-16 16:40:00
TXN01540,U5555,Debit Card,4276.18,1,2025-09-16 17:25:00
TXN01541,U7682,Net Banking,2792.31,1,2025-09-16 12:25:00
TXN01542,U4656,Net Banking,618.07,1,2025-09-16 10:19:00
TXN01543,U3509,Wallet,2144.55,1,2025-09-16 19:43:00
TXN01544,U8205,Debit Card,4535.87,1,2025-09-17 05:19:00
TXN01545,U7331,Wallet,3155.33,1,2025-09-16 17:10:00
TXN01546,U5799,Wallet,2329.43,0,2025-09-17 08:16:00
TXN01547,U6940,Debit Card,4918.14,0,2025-09-17 05:53:00
TXN01548,U2687,Credit Card,3175.48,1,2025-09-17 05:09:00
TXN01549,U8088,Wallet,2328.94,1,2025-09-17 08:07:00
TXN01550,U4735,Wallet,3188.29,1,2025-09-16 17:55:00
TXN01551,U4086,Net Banking,1958.79,1,2025-09-16 19:48:00
TXN01552,U4998,Wallet,1981.92,1,2025-09-16 19:34:00
TXN01553,U1785,UPI,3989.02,1,2025-09-16 13:27:00
TXN01554,U8248,UPI,2667.01,1,2025-09-16 12:19:00
TXN01555,U9537,Wallet,4680.92,1,2025-09-16 14:25:00
TXN01556,U6187,Debit Card,434.44,1,2025-09-17 09:10:00
TXN01557,U1912,Net Banking,1718.57,1,2025-09-16 22:02:00
TXN01558,U8767,UPI,3286.64,1,2025-09-16 20:57:00
TXN01559,U3501,Credit Card,3098.57,1,2025-09-16 21:46:00
TXN01560,U4562,Debit Card,291.93,1,2025-09-17 09:36:00
TXN01561,U8116,Wallet,1605.93,1,2025-09-16 13:43:00
TXN01562,U1435,Credit Card,347.93,1,2025-09-17 01:43:00
TXN01563,U2133,Credit Card,4173.31,1,2025-09-17 01:07:00
TXN01564,U7143,Credit Card,2316.19,1,2025-09-16 16:03:00
TXN01565,U5757,Credit Card,2101.52,1,2025-09-16 14:15:00
TXN01566,U3431,UPI,4200.65,1,2025-09-17 05:13:00
TXN01567,U8901,Debit Card,4534.89,1,2025-09-17 06:28:00
TXN01568,U3735,Credit Card,997.23,0,2025-09-17 05:34:00
TXN01569,U8060,Wallet,3242.8,0,2025-09-17 06:33:00
TXN01570,U2799,Credit Card,2986.99,1,2025-09-17 07:11:00
TXN01571,U4522,Debit Card,3299.51,1,2025-09-16 14:20:00
TXN01572,U4943,Wallet,343.36,1,2025-09-17 09:46:00
TXN01573,U7841,UPI,3478.34,1,2025-09-17 00:17:00
TXN01574,U6525,Credit Card,1956.39,1,2025-09-16 14:51:00
TXN01575,U8362,Credit Card,3090.19,0,2025-09-17 02:04:00
TXN01576,U2896,Credit Card,720.21,1,2025-09-17 01:32:00
TXN01577,U8801,Debit Card,838.05,0,2025-09-17 01:27:00
TXN01578,U9439,Debit Card,587.56,1,2025-09-17 04:24:00
TXN01579,U5908,Credit Card,4304.95,1,2025-09-16 19:17:00
TXN01580,U4753,UPI,3746.87,1,2025-09-16 15:13:00
TXN01581,U2641,Debit Card,211.2,1,2025-09-16 16:32:00
TXN01582,U7173,Net Banking,3956.17,1,2025-09-17 02:43:00
TXN01583,U9023,UPI,2114.27,1,2025-09-16 10:38:00
TXN01584,U7995,Debit Card,1003.39,1,2025-09-16 14:24:00
TXN01585,U7109,Debit Card,1586.18,1,2025-09-16 12:33:00
TXN01586,U8544,Net Banking,2619.02,1,2025-09-16 20:08:00
TXN01587,U8227,Wallet,3445.34,1,2025-09-16 19:12:00
TXN01588,U2976,Wallet,2027.34,1,2025-09-16 21:23:00
TXN01589,U2927,Net Banking,4432.87,1,2025-09-17 07:27:00
TXN01590,U8411,UPI,4292.07,1,2025-09-17 02:30:00
TXN01591,U2776,Net Banking,3769.83,1,2025-09-16 22:11:00
TXN01592,U9456,Net Banking,1912.52,0,2025-09-16 15:09:00
TXN01593,U2157,Credit Card,3084.59,1,2025-09-17 00:56:00
TXN01594,U2963,Debit Card,904.91,1,2025-09-17 09:17:00
TXN01595,U6223,Net Banking,768.17,1,2025-09-17 03:48:00
TXN01596,U8252,UPI,3653.07,1,2025-09-16 14:33:00
TXN01597,U7792,Wallet,2679.39,1,2025-09-17 07:01:00
TXN01598,U9103,Credit Card,2441.92,1,2025-09-16 16:19:00
TXN01599,U3409,Debit Card,2304.82,0,2025-09-16 12:55:00
TXN01600,U2569,UPI,4879.09,1,2025-09-16 13:54:00
TXN01601,U9382,Credit Card,3496.02,1,2025-09-16 20:14:00
TXN01602,U1406,Debit Card,4043.91,1,2025-09-17 06:40:00
TXN01603,U7805,Debit Card,3419.37,1,2025-09-16 14:27:00
TXN01604,U8408,Net Banking,1262.8,1,2025-09-17 02:48:00
TXN01605,U8103,Debit Card,1749.18,1,2025-09-17 02:23:00
TXN01606,U5339,Net Banking,4022.43,1,2025-09-17 04:31:00
TXN01607,U2167,Credit Card,609.98,1,2025-09-17 08:16:00
TXN01608,U3462,Credit Card,3518.2,1,2025-09-16 20:29:00
TXN01609,U3380,UPI,3485.68,1,2025-09-16 22:40:00
TXN01610,U7810,Wallet,4770.7,1,2025-09-16 23:46:00
TXN01611,U2020,UPI,4306.51,1,2025-09-16 23:37:00
TXN01612,U4240,Debit Card,2925.55,1,2025-09-16 17:02:00
TXN01613,U3500,Net Banking,317.36,1,2025-09-17 08:27:00
TXN01614,U9712,UPI,4668.88,1,2025-09-17 06:08:00
TXN01615,U3642,Wallet,2495.82,0,2025-09-17 02:54:00
TXN01616,U2804,Credit Card,1127.24,1,2025-09-16 15:00:00
TXN01617,U7010,Credit Card,1728.24,1,2025-09-16 22:34:00
TXN01618,U9815,Net Banking,1158.31,1,2025-09-17 04:13:00
TXN01619,U1031,UPI,2946.35,1,2025-09-16 20:02:00
TXN01620,U6707,Wallet,320.25,1,2025-09-16 14:21:00
TXN01621,U8534,Debit Card,3981.43,0,2025-09-17 03:19:00
TXN01622,U2687,Debit Card,4509.81,1,2025-09-17 01:01:00
TXN01623,U7666,UPI,3799.57,1,2025-09-17 00:22:00
TXN01624,U4452,Net Banking,2596.32,1,2025-09-16 12:54:00
TXN01625,U9046,Wallet,3105.84,0,2025-09-17 09:25:00
TXN01626,U7228,Credit Card,2562.11,1,2025-09-16 18:44:00
TXN01627,U2123,Wallet,4171.87,1,2025-09-17 08:16:00
TXN01628,U1659,Wallet,3687.5,1,2025-09-16 16:50:00
TXN01629,U2944,Wallet,3548.2,1,2025-09-17 00:16:00
TXN01630,U8961,Debit Card,4373.24,1,2025-09-17 06:26:00
TXN01631,U6326,Net Banking,1807.6,1,2025-09-16 14:58:00
TXN01632,U9952,Credit Card,2144.14,1,2025-09-16 16:59:00
TXN01633,U3159,Wallet,2623.0,1,2025-09-17 01:11:00
TXN01634,U6552,UPI,4732.31,1,2025-09-17 03:52:00
TXN01635,U5351,Wallet,2638.34,1,2025-09-17 01:46:00
TXN01636,U3792,Net Banking,1475.09,1,2025-09-16 15:52:00
TXN01637,U4219,UPI,4835.98,1,2025-09-16 16:15:00
TXN01638,U2491,UPI,1272.62,1,2025-09-16 18:13:00
TXN01639,U2622,Credit Card,1082.2,1,2025-09-17 01:55:00
TXN01640,U6855,Debit Card,856.11,1,2025-09-16 18:16:00
TXN01641,U8802,Debit Card,104.66,1,2025-09-16 16:15:00
TXN01642,U5103,Debit Card,4771.75,1,2025-09-16 16:14:00
TXN01643,U7783,Credit Card,203.25,1,2025-09-17 07:57:00
TXN01644,U3023,UPI,4679.88,1,2025-09-16 15:31:00
TXN01645,U6639,Net Banking,1220.77,1,2025-09-17 08:46:00
TXN01646,U2103,Credit Card,3832.58,1,2025-09-16 22:20:00
TXN01647,U9495,Credit Card,1880.84,0,2025-09-16 22:48:00
TXN01648,U5295,Net Banking,818.2,1,2025-09-16 12:44:00
TXN01649,U5778,Credit Card,3866.02,1,2025-09-17 04:36:00
TXN01650,U4899,Credit Card,4430.75,1,2025-09-16 20:00:00
TXN01651,U8846,Credit Card,3192.92,1,2025-09-17 01:09:00
TXN01652,U2633,UPI,3220.6,1,2025-09-16 17:41:00
TXN01653,U3219,Debit Card,1038.6,1,2025-09-16 19:54:00
TXN01654,U2593,Net Banking,1371.67,1,2025-09-16 12:38:00
TXN01655,U2795,Credit Card,1730.83,1,2025-09-16 18:36:00
TXN01656,U1671,Credit Card,887.1,1,2025-09-16 15:25:00
TXN01657,U3281,Net Banking,1557.21,1,2025-09-16 22:30:00
TXN01658,U6776,Credit Card,267.8,1,2025-09-16 11:14:00
TXN01659,U8604,UPI,2780.84,1,2025-09-16 15:36:00
TXN01660,U7636,Debit Card,1953.81,1,2025-09-16 19:53:00
TXN01661,U8423,Net Banking,1070.86,1,2025-09-17 09:25:00
TXN01662,U7993,Net Banking,1067.09,1,2025-09-17 09:43:00
TXN01663,U3411,Debit Card,3236.91,1,2025-09-16 10:53:00
TXN01664,U8630,UPI,3654.68,1,2025-09-16 22:57:00
TXN01665,U5228,Net Banking,4883.5,1,2025-09-16 22:21:00
TXN01666,U8833,Wallet,4190.05,0,2025-09-16 20:06:00
TXN01667,U4718,Net Banking,2081.99,0,2025-09-16 12:27:00
TXN01668,U9830,Wallet,3063.44,1,2025-09-17 00:42:00
TXN01669,U2606,Wallet,4638.03,1,2025-09-16 17:21:00
TXN01670,U4910,Net Banking,149.29,1,2025-09-16 17:06:00
TXN01671,U2348,Net Banking,4732.47,1,2025-09-16 16:34:00
TXN01672,U1255,Wallet,1340.39,1,2025-09-17 07:05:00
TXN01673,U5281,UPI,4287.18,1,2025-09-17 09:23:00
TXN01674,U9077,UPI,2403.96,1,2025-09-16 10:38:00
TXN01675,U8197,UPI,2947.18,1,2025-09-17 05:43:00
TXN01676,U2026,UPI,1691.13,1,2025-09-16 16:43:00
TXN01677,U9121,UPI,809.58,1,2025-09-16 19:23:00
TXN01678,U1233,UPI,334.87,1,2025-09-17 02:25:00
TXN01679,U2812,Credit Card,3775.05,1,2025-09-17 01:37:00
TXN01680,U4706,Wallet,4521.56,1,2025-09-16 19:48:00
TXN01681,U6451,Credit Card,886.54,1,2025-09-16 20:55:00
TXN01682,U3236,Wallet,2789.61,0,2025-09-16 11:52:00
TXN01683,U7673,UPI,1373.52,1,2025-09-17 06:46:00
TXN01684,U1430,UPI,3022.19,1,2025-09-16 23:01:00
TXN01685,U9148,UPI,242.32,0,2025-09-17 09:22:00
TXN01686,U9094,Credit Card,4405.97,1,2025-09-16 12:29:00
TXN01687,U4558,Debit Card,731.07,0,2025-09-17 07:21:00
TXN01688,U9313,UPI,3002.66,1,2025-09-16 15:31:00
TXN01689,U7292,Net Banking,4662.76,1,2025-09-16 19:30:00
TXN01690,U8400,Net Banking,1829.02,1,2025-09-17 05:11:00
TXN01691,U2872,Credit Card,279.36,1,2025-09-16 18:54:00
TXN01692,U3598,Credit Card,3151.53,1,2025-09-16 13:22:00
TXN01693,U2140,UPI,1419.94,1,2025-09-16 22:49:00
TXN01694,U2361,Net Banking,1219.22,1,2025-09-16 15:03:00
TXN01695,U3912,Wallet,2077.23,1,2025-09-16 12:42:00
TXN01696,U8669,Credit Card,829.26,0,2025-09-17 09:22:00
TXN01697,U8433,Credit Card,3923.4,1,2025-09-16 15:37:00
TXN01698,U4456,Net Banking,1976.55,1,2025-09-16 14:50:00
TXN01699,U7057,Net Banking,3187.91,1,2025-09-16 17:25:00
TXN01700,U4632,Credit Card,1994.32,1,2025-09-17 04:51:00
TXN01701,U4242,Wallet,3331.53,1,2025-09-17 04:28:00
TXN01702,U3646,Credit Card,4391.92,1,2025-09-17 04:06:00
TXN01703,U3049,Wallet,1113.98,1,2025-09-16 10:03:00
TXN01704,U1224,Credit Card,4199.95,1,2025-09-17 04:24:00
TXN01705,U3818,Debit Card,573.58,1,2025-09-16 21:19:00
TXN01706,U9093,UPI,3492.58,1,2025-09-16 17:16:00
TXN01707,U1825,Net Banking,4058.38,1,2025-09-16 10:06:00
TXN01708,U9248,UPI,449.72,1,2025-09-17 07:10:00
TXN01709,U6817,Debit Card,2183.0,1,2025-09-16 22:13:00
TXN01710,U7776,Wallet,2538.74,1,2025-09-16 15:36:00
TXN01711,U8961,Credit Card,3356.13,1,2025-09-17 03:25:00
TXN01712,U3288,Wallet,3639.97,1,2025-09-16 20:09:00
TXN01713,U2910,Net Banking,1083.06,1,2025-09-17 06:47:00
TXN01714,U4050,Wallet,3555.99,0,2025-09-16 19:30:00
TXN01715,U9701,Wallet,805.41,1,2025-09-17 01:43:00
TXN01716,U7256,UPI,4722.68,1,2025-09-16 13:45:00
TXN01717,U8484,UPI,2798.16,0,2025-09-17 05:05:00
TXN01718,U2612,Wallet,4045.55,1,2025-09-16 12:14:00
TXN01719,U4538,UPI,2266.92,1,2025-09-16 14:58:00
TXN01720,U8796,Wallet,3431.17,1,2025-09-17 04:18:00
TXN01721,U1675,Debit Card,2194.9,1,2025-09-16 11:56:00
TXN01722,U2807,Credit Card,342.88,1,2025-09-16 15:57:00
TXN01723,U1957,Credit Card,3360.99,0,2025-09-16 15:51:00
TXN01724,U9830,Debit Card,1997.03,1,2025-09-16 14:52:00
TXN01725,U6921,Credit Card,4716.16,1,2025-09-17 05:25:00
TXN01726,U9155,Net Banking,3462.78,1,2025-09-16 13:51:00
TXN01727,U9592,Credit Card,3926.69,1,2025-09-17 02:23:00
TXN01728,U5244,Wallet,1624.64,1,2025-09-16 17:20:00
TXN01729,U6084,Wallet,1939.04,1,2025-09-17 00:25:00
TXN01730,U7832,Wallet,2680.29,1,2025-09-16 17:13:00
TXN01731,U2394,Wallet,3326.5,1,2025-09-17 00:20:00
TXN01732,U5789,Wallet,267.89,1,2025-09-16 17:57:00
TXN01733,U2276,Wallet,3240.08,0,2025-09-17 01:09:00
TXN01734,U5513,Debit Card,2449.62,1,2025-09-16 11:55:00
TXN01735,U7643,Debit Card,2610.61,1,2025-09-16 18:21:00
TXN01736,U9068,Credit Card,2106.68,1,2025-09-16 23:11:00
TXN01737,U8340,Wallet,2401.37,1,2025-09-17 09:42:00
TXN01738,U4025,Debit Card,4563.35,1,2025-09-16 15:08:00
TXN01739,U3696,Net Banking,1369.08,1,2025-09-16 22:04:00
TXN01740,U9215,UPI,2974.96,1,2025-09-16 16:04:00
TXN01741,U9846,Wallet,4723.19,1,2025-09-17 09:31:00
TXN01742,U5911,Credit Card,2721.93,1,2025-09-16 16:15:00
TXN01743,U2966,UPI,4637.42,1,2025-09-16 11:36:00
TXN01744,U1066,Wallet,4799.82,1,2025-09-16 16:56:00
TXN01745,U5642,Debit Card,2548.19,1,2025-09-17 06:17:00
TXN01746,U9785,Wallet,4041.47,1,2025-09-16 23:51:00
TXN01747,U9563,Wallet,3853.28,1,2025-09-17 05:32:00
TXN01748,U4003,Wallet,1694.9,1,2025-09-16 12:22:00
TXN01749,U1060,Credit Card,894.91,1,2025-09-16 14:29:00
TXN01750,U2939,Wallet,1691.44,1,2025-09-16 20:03:00
TXN01751,U8972,Wallet,1625.44,0,2025-09-17 00:34:00
TXN01752,U1021,Net Banking,1128.35,1,2025-09-16 15:01:00
TXN01753,U2799,Wallet,2498.36,1,2025-09-17 07:48:00
TXN01754,U7310,Debit Card,4794.19,1,2025-09-17 04:19:00
TXN01755,U2644,UPI,297.02,1,2025-09-16 17:22:00
TXN01756,U1946,Debit Card,4054.78,1,2025-09-16 11:29:00
TXN01757,U9739,Net Banking,4125.51,1,2025-09-17 08:11:00
TXN01758,U8611,Credit Card,4957.22,1,2025-09-16 12:21:00
TXN01759,U3469,UPI,3831.25,0,2025-09-16 11:20:00
TXN01760,U3033,UPI,1190.97,1,2025-09-16 19:41:00
TXN01761,U4639,Credit Card,1821.28,1,2025-09-17 08:41:00
TXN01762,U4620,Wallet,3564.07,1,2025-09-17 04:34:00
TXN01763,U9718,UPI,2934.05,1,2025-09-16 12:24:00
TXN01764,U9530,UPI,3951.88,1,2025-09-16 23:14:00
TXN01765,U8017,Credit Card,3837.46,0,2025-09-17 06:29:00
TXN01766,U4243,Net Banking,273.6,0,2025-09-16 19:09:00
TXN01767,U8651,Wallet,4323.78,1,2025-09-16 18:45:00
TXN01768,U9947,Credit Card,1554.84,0,2025-09-17 02:21:00
TXN01769,U5197,Net Banking,355.91,0,2025-09-16 14:26:00
TXN01770,U5085,Net Banking,4644.91,0,2025-09-17 00:55:00
TXN01771,U9699,Net Banking,3512.74,1,2025-09-16 18:04:00
TXN01772,U9778,Net Banking,2528.46,1,2025-09-17 05:51:00
TXN01773,U5045,Credit Card,2061.74,1,2025-09-16 19:47:00
TXN01774,U2319,Wallet,3704.19,1,2025-09-17 08:29:00
TXN01775,U8310,Credit Card,3802.24,1,2025-09-16 15:37:00
TXN01776,U6085,Wallet,4783.39,1,2025-09-16 13:26:00
TXN01777,U4183,Net Banking,3717.32,1,2025-09-17 03:24:00
TXN01778,U9844,Wallet,2374.9,1,2025-09-17 09:01:00
TXN01779,U4232,UPI,1943.8,1,2025-09-17 08:45:00
TXN01780,U2631,Credit Card,1071.77,0,2025-09-16 13:12:00
TXN01781,U1368,Credit Card,4966.85,1,2025-09-17 07:45:00
TXN01782,U9470,UPI,1835.79,1,2025-09-17 09:47:00
TXN01783,U7952,Net Banking,1835.92,1,2025-09-16 11:35:00
TXN01784,U9654,Wallet,1937.84,0,2025-09-17 04:17:00
TXN01785,U5347,Credit Card,1304.29,0,2025-09-16 21:49:00
TXN01786,U8841,Debit Card,909.88,1,2025-09-16 22:21:00
TXN01787,U4765,Wallet,2647.08,1,2025-09-16 16:55:00
TXN01788,U8923,Debit Card,3812.71,1,2025-09-16 13:50:00
TXN01789,U6023,Net Banking,1454.58,1,2025-09-17 04:14:00
TXN01790,U6644,Debit Card,2144.87,1,2025-09-17 07:07:00
TXN01791,U2579,Debit Card,1564.43,1,2025-09-17 00:43:00
TXN01792,U9722,Net Banking,3965.95,1,2025-09-16 16:53:00
TXN01793,U8026,UPI,272.61,1,2025-09-17 09:37:00
TXN01794,U8406,Net Banking,2834.47,1,2025-09-16 21:29:00
TXN01795,U7932,UPI,320.5,1,2025-09-17 01:05:00
TXN01796,U2969,Wallet,1157.92,1,2025-09-16 13:45:00
TXN01797,U2082,Wallet,4814.78,0,2025-09-17 08:54:00
TXN01798,U8219,Credit Card,2486.61,1,2025-09-17 06:09:00
TXN01799,U7049,Wallet,3949.45,1,2025-09-17 08:16:00
TXN01800,U2639,Net Banking,4374.57,1,2025-09-16 19:44:00
TXN01801,U9627,Credit Card,4934.41,1,2025-09-16 11:38:00
TXN01802,U1804,Wallet,4791.65,1,2025-09-17 04:19:00
TXN01803,U6120,Credit Card,594.79,1,2025-09-17 08:28:00
TXN01804,U7855,Net Banking,2964.86,1,2025-09-16 18:27:00
TXN01805,U6708,Wallet,2894.13,1,2025-09-17 02:13:00
TXN01806,U6904,Credit Card,3215.6,1,2025-09-16 14:16:00
TXN01807,U3699,Credit Card,3494.11,1,2025-09-16 19:43:00
TXN01808,U4573,Credit Card,2222.11,1,2025-09-16 18:10:00
TXN01809,U7262,UPI,3406.09,1,2025-09-17 04:56:00
TXN01810,U4540,UPI,3522.82,1,2025-09-16 14:11:00
TXN01811,U5055,Wallet,1128.55,1,2025-09-17 01:37:00
TXN01812,U2450,Wallet,2065.91,1,2025-09-16 12:40:00
TXN01813,U9707,Debit Card,2897.49,1,2025-09-17 09:11:00
TXN01814,U8210,Credit Card,707.27,1,2025-09-17 05:58:00
TXN01815,U5444,Debit Card,908.4,1,2025-09-16 14:29:00
TXN01816,U1590,Wallet,909.42,1,2025-09-16 13:49:00
TXN01817,U9898,Net Banking,3730.16,1,2025-09-16 15:25:00
TXN01818,U9980,Wallet,510.84,1,2025-09-16 14:53:00
TXN01819,U7096,UPI,2938.54,1,2025-09-17 00:16:00
TXN01820,U8817,Debit Card,3976.28,1,2025-09-17 07:26:00
TXN01821,U4966,Wallet,867.97,1,2025-09-16 16:47:00
TXN01822,U9987,Net Banking,2990.59,1,2025-09-17 05:29:00
TXN01823,U1980,Wallet,4319.96,1,2025-09-17 03:39:00
TXN01824,U9609,Net Banking,3864.2,1,2025-09-16 20:48:00
